Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Security,GICS Sector,GICS Sub-Industry,News - All News Volume,News - Volume,News - Positive Sentiment,News - Negative Sentiment,News - New Products,News - Layoffs,News - Analyst Comments,News - Stocks,News - Dividends,News - Corporate Earnings,News - Mergers & Acquisitions,News - Store Openings,News - Product Recalls,News - Adverse Events,News - Personnel Changes,News - Stock Rumors
2020-10-14,1574.5999755859375,1583.8499755859375,1545.9000244140625,1563.43994140625,1563.43994140625,1658700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,577765.0,1522.0,113.0,43.0,86.0,1.0,61.0,63.0,0.0,1.0,7.0,0.0,0.0,21.0,8.0,0.0
2020-10-15,1544.5,1571.4000244140625,1541.1300048828125,1555.469970703125,1555.469970703125,1560500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,580934.0,1516.0,91.0,103.0,59.0,0.0,28.0,29.0,0.0,1.0,6.0,2.0,0.0,26.0,1.0,0.0
2020-10-16,1561.8299560546875,1577.7099609375,1557.6600341796875,1567.699951171875,1567.699951171875,1709700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,530759.0,1657.0,135.0,78.0,84.0,0.0,13.0,16.0,0.0,2.0,4.0,2.0,0.0,33.0,3.0,0.0
2020-10-19,1575.9300537109375,1583.9300537109375,1522.9200439453125,1529.949951171875,1529.949951171875,1486700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,482043.0,1364.0,123.0,69.0,46.0,3.0,55.0,58.0,0.0,4.0,41.0,1.0,0.0,42.0,2.0,0.0
2020-10-20,1523.1099853515625,1573.8399658203125,1520.5,1551.0799560546875,1551.0799560546875,2083500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,550949.0,4198.0,122.0,139.0,34.0,0.0,69.0,72.0,5.0,19.0,31.0,1.0,0.0,417.0,6.0,0.0
2020-10-21,1569.8499755859375,1615.1400146484375,1567.1400146484375,1585.989990234375,1585.989990234375,3016100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,579161.0,3185.0,129.0,126.0,29.0,1.0,22.0,33.0,1.0,16.0,22.0,0.0,0.0,268.0,13.0,0.0
2020-10-22,1585.0,1613.4200439453125,1577.47998046875,1606.6600341796875,1606.6600341796875,1525600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,567152.0,2088.0,117.0,99.0,59.0,0.0,52.0,53.0,0.0,37.0,3.0,3.0,0.0,91.0,11.0,0.0
2020-10-23,1615.050048828125,1634.1199951171875,1611.9100341796875,1632.97998046875,1632.97998046875,1527400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,508743.0,1658.0,77.0,82.0,37.0,0.0,55.0,59.0,0.0,33.0,7.0,0.0,0.0,49.0,5.0,0.0
2020-10-26,1615.0,1629.5799560546875,1567.780029296875,1584.2900390625,1584.2900390625,1791300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,483458.0,1415.0,106.0,44.0,26.0,0.0,52.0,53.0,0.0,34.0,9.0,0.0,0.0,36.0,3.0,0.0
2020-10-27,1588.9300537109375,1602.0,1576.989990234375,1598.8800048828125,1598.8800048828125,1295100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,561308.0,1787.0,69.0,84.0,38.0,0.0,63.0,66.0,1.0,44.0,10.0,0.0,0.0,89.0,8.0,0.0
2020-10-28,1550.010009765625,1553.81005859375,1508.47998046875,1510.800048828125,1510.800048828125,2258700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,582522.0,2349.0,57.0,83.0,41.0,0.0,34.0,37.0,1.0,39.0,8.0,0.0,0.0,125.0,1.0,0.0
2020-10-29,1517.02001953125,1588.739990234375,1516.550048828125,1556.8800048828125,1556.8800048828125,2770300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,579563.0,2143.0,113.0,85.0,35.0,1.0,61.0,64.0,0.0,361.0,11.0,0.0,0.0,62.0,11.0,0.0
2020-10-30,1667.43994140625,1681.3199462890625,1601.5699462890625,1616.1099853515625,1616.1099853515625,4993900.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,535054.0,2033.0,97.0,85.0,42.0,3.0,135.0,139.0,0.0,378.0,22.0,0.0,0.0,57.0,5.0,0.0
2020-11-02,1623.5400390625,1658.239990234375,1614.239990234375,1624.3199462890625,1624.3199462890625,2211400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,500941.0,1236.0,31.0,95.0,27.0,1.0,123.0,124.0,1.0,17.0,11.0,1.0,0.0,16.0,22.0,0.0
2020-11-03,1630.760009765625,1659.0,1612.1099853515625,1645.6600341796875,1645.6600341796875,1571600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,524144.0,1120.0,58.0,81.0,15.0,0.0,100.0,100.0,0.0,12.0,3.0,0.0,0.0,25.0,21.0,0.0
2020-11-04,1705.5799560546875,1770.030029296875,1703.0,1745.8499755859375,1745.8499755859375,3567100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,568839.0,1290.0,38.0,62.0,35.0,1.0,48.0,48.0,0.0,16.0,4.0,0.0,0.0,16.0,1.0,0.0
2020-11-05,1770.449951171875,1791.8199462890625,1741.030029296875,1762.5,1762.5,1987900.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,543679.0,1000.0,54.0,49.0,26.0,1.0,53.0,56.0,2.0,35.0,22.0,0.0,0.0,12.0,8.0,0.0
2020-11-06,1751.3399658203125,1768.5,1736.6800537109375,1759.72998046875,1759.72998046875,1431100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,504565.0,919.0,38.0,51.0,17.0,1.0,37.0,42.0,0.0,23.0,4.0,0.0,0.0,16.0,0.0,0.0
2020-11-09,1795.97998046875,1816.8900146484373,1757.550048828125,1761.4200439453125,1761.4200439453125,2672000.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,475107.0,974.0,49.0,59.0,25.0,0.0,37.0,40.0,0.0,7.0,17.0,1.0,0.0,19.0,6.0,0.0
2020-11-10,1729.77001953125,1759.3800048828125,1716.1199951171875,1737.719970703125,1737.719970703125,2151100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,544178.0,1277.0,54.0,46.0,33.0,0.0,44.0,49.0,0.0,2.0,11.0,0.0,0.0,58.0,3.0,0.0
2020-11-11,1748.4000244140625,1762.9000244140625,1743.06005859375,1747.22998046875,1747.22998046875,1591900.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,532253.0,1517.0,57.0,50.0,10.0,0.0,14.0,14.0,0.0,4.0,31.0,0.0,4.0,26.0,4.0,0.0
2020-11-12,1742.0,1764.97998046875,1737.969970703125,1742.8199462890625,1742.8199462890625,1323700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,542728.0,1935.0,115.0,149.0,30.0,0.0,24.0,27.0,0.0,8.0,26.0,0.0,0.0,38.0,0.0,0.0
2020-11-13,1748.0,1777.1300048828125,1735.97998046875,1772.260009765625,1772.260009765625,1487200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,498955.0,1324.0,80.0,43.0,23.0,0.0,25.0,30.0,0.0,8.0,12.0,0.0,0.0,61.0,3.0,0.0
2020-11-16,1764.1400146484375,1794.3399658203125,1761.3299560546875,1774.030029296875,1774.030029296875,1273400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,461788.0,1157.0,79.0,46.0,46.0,0.0,38.0,39.0,0.0,3.0,5.0,0.0,0.0,29.0,3.0,0.0
2020-11-17,1767.8599853515625,1777.1400146484375,1759.489990234375,1761.6600341796875,1761.6600341796875,1065700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,531109.0,1470.0,146.0,102.0,77.0,1.0,20.0,34.0,0.0,3.0,12.0,0.0,0.0,55.0,0.0,0.0
2020-11-18,1756.6400146484375,1765.0,1738.5699462890625,1740.6400146484375,1740.6400146484375,1005400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,552748.0,1930.0,160.0,73.0,164.0,0.0,44.0,48.0,0.0,7.0,4.0,0.0,0.0,34.0,1.0,0.0
2020-11-19,1733.22998046875,1763.489990234375,1730.02001953125,1758.5699462890625,1758.5699462890625,1005300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,550034.0,1812.0,106.0,87.0,114.0,0.0,35.0,45.0,0.0,3.0,4.0,0.0,0.0,14.0,2.0,0.0
2020-11-20,1762.0,1768.3599853515625,1735.0,1736.3800048828125,1736.3800048828125,1384700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,507967.0,1415.0,86.0,70.0,37.0,0.0,20.0,25.0,0.0,4.0,10.0,0.0,0.0,15.0,1.0,0.0
2020-11-23,1740.219970703125,1745.989990234375,1710.1800537109375,1727.56005859375,1727.56005859375,1126500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,461431.0,1667.0,107.0,82.0,60.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,0.0,22.0,12.0,0.0
2020-11-24,1727.5,1766.47998046875,1720.72998046875,1763.9000244140625,1763.9000244140625,1399200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,529519.0,1607.0,144.0,69.0,38.0,2.0,42.0,54.0,0.0,6.0,37.0,0.0,0.0,21.0,6.0,0.0
2020-11-25,1767.81005859375,1770.3800048828125,1748.3599853515625,1764.1300048828125,1764.1300048828125,980000.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,523450.0,1257.0,81.0,51.0,26.0,0.0,24.0,28.0,0.0,8.0,18.0,2.0,0.0,18.0,1.0,0.0
2020-11-27,1764.5400390625,1797.010009765625,1764.5400390625,1787.02001953125,1787.02001953125,739500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,421800.0,944.0,39.0,14.0,15.0,0.0,22.0,25.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0
2020-11-30,1775.6500244140625,1780.3399658203125,1747.8399658203125,1754.4000244140625,1754.4000244140625,1620900.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,465582.0,889.0,77.0,35.0,8.0,0.0,25.0,28.0,0.0,2.0,18.0,0.0,0.0,50.0,3.0,0.0
2020-12-01,1766.6600341796875,1821.719970703125,1763.030029296875,1795.3599853515625,1795.3599853515625,1867500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,526891.0,1127.0,143.0,51.0,42.0,0.0,9.0,10.0,0.0,3.0,5.0,1.0,0.0,24.0,2.0,0.0
2020-12-02,1795.3599853515625,1832.739990234375,1785.1700439453125,1824.969970703125,1824.969970703125,1471200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,544741.0,1199.0,115.0,69.0,31.0,0.0,7.0,8.0,0.0,1.0,22.0,0.0,0.0,39.0,21.0,0.0
2020-12-03,1820.5400390625,1843.8299560546875,1817.0,1821.8399658203125,1821.8399658203125,1236400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,538096.0,1695.0,103.0,107.0,56.0,1.0,1.0,1.0,0.0,0.0,43.0,0.0,0.0,154.0,1.0,0.0
2020-12-04,1820.219970703125,1829.5,1813.5899658203125,1823.760009765625,1823.760009765625,1027200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,490445.0,1384.0,84.0,68.0,17.0,1.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,85.0,2.0,0.0
2020-12-07,1815.550048828125,1829.2900390625,1803.0400390625,1817.030029296875,1817.030029296875,1114400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,452842.0,1457.0,127.0,79.0,58.0,2.0,6.0,11.0,0.0,1.0,12.0,1.0,0.0,30.0,3.0,0.0
2020-12-08,1808.52001953125,1815.969970703125,1791.280029296875,1811.3299560546875,1811.3299560546875,996800.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,523022.0,1745.0,128.0,71.0,43.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,24.0,0.0,0.0
2020-12-09,1810.3599853515625,1828.3699951171875,1762.0,1777.8599853515625,1777.8599853515625,1586400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,547305.0,2672.0,140.0,139.0,68.0,0.0,9.0,13.0,0.0,5.0,12.0,0.0,1.0,67.0,16.0,0.0
2020-12-10,1762.5999755859375,1774.989990234375,1733.530029296875,1767.6500244140625,1767.6500244140625,1434400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,526933.0,2481.0,119.0,98.0,74.0,0.0,6.0,8.0,0.0,1.0,5.0,0.0,0.0,152.0,28.0,0.0
2020-12-11,1760.0,1777.31005859375,1752.739990234375,1774.800048828125,1774.800048828125,931400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,495673.0,1409.0,50.0,96.0,45.0,0.0,7.0,8.0,0.0,6.0,14.0,0.0,0.0,70.0,7.0,0.0
2020-12-14,1770.719970703125,1789.800048828125,1749.1300048828125,1752.260009765625,1752.260009765625,1652500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,459184.0,3319.0,80.0,499.0,16.0,0.0,20.0,21.0,0.0,3.0,12.0,0.0,0.0,54.0,9.0,0.0
2020-12-15,1759.8599853515625,1764.0,1741.6700439453125,1761.0799560546875,1761.0799560546875,1067600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,506459.0,1706.0,73.0,200.0,22.0,3.0,8.0,9.0,0.0,1.0,11.0,0.0,0.0,97.0,2.0,0.0
2020-12-16,1769.1099853515625,1769.1099853515625,1749.06005859375,1757.18994140625,1757.18994140625,1233800.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,514183.0,2404.0,85.0,211.0,54.0,2.0,4.0,11.0,0.0,1.0,18.0,0.0,0.0,150.0,19.0,0.0
2020-12-17,1763.9300537109375,1766.7099609375,1731.1500244140625,1740.510009765625,1740.510009765625,1744000.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,531014.0,3266.0,108.0,75.0,57.0,0.0,4.0,9.0,0.0,2.0,198.0,0.0,0.0,499.0,4.0,0.0
2020-12-18,1746.1700439453125,1748.3599853515625,1715.0,1726.219970703125,1726.219970703125,4262800.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,497658.0,1925.0,61.0,78.0,46.0,1.0,5.0,11.0,0.0,0.0,37.0,0.0,0.0,180.0,0.0,0.0
2020-12-21,1709.1300048828125,1737.0,1694.0,1734.56005859375,1734.56005859375,1698700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,437047.0,993.0,87.0,26.0,51.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,43.0,1.0,0.0
2020-12-22,1729.3299560546875,1732.6099853515625,1705.780029296875,1720.219970703125,1720.219970703125,1018500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,467343.0,1684.0,68.0,52.0,24.0,0.0,4.0,6.0,0.0,0.0,117.0,1.0,0.0,153.0,0.0,0.0
2020-12-23,1723.9300537109375,1744.1099853515625,1721.199951171875,1728.22998046875,1728.22998046875,1148700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,452363.0,995.0,52.0,40.0,21.0,0.0,9.0,9.0,1.0,3.0,41.0,0.0,0.0,39.0,0.0,0.0
2020-12-24,1729.0,1742.4100341796875,1724.3499755859375,1734.1600341796875,1734.1600341796875,465600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,374649.0,699.0,41.0,44.0,7.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0
2020-12-28,1744.9100341796875,1787.0,1741.8199462890625,1773.9599609375,1773.9599609375,1382500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,326513.0,509.0,18.0,29.0,14.0,0.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,13.0,0.0,0.0
2020-12-29,1787.22998046875,1788.469970703125,1755.1099853515625,1757.760009765625,1757.760009765625,986300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,378425.0,661.0,43.0,26.0,12.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,0.0,23.0,1.0,0.0
2020-12-30,1765.0,1767.760009765625,1728.0,1736.25,1736.25,1051300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,389440.0,699.0,53.0,29.0,7.0,0.0,4.0,4.0,0.0,2.0,5.0,0.0,0.0,11.0,1.0,0.0
2020-12-31,1737.27001953125,1757.5,1736.0899658203125,1752.6400146484375,1752.6400146484375,1053500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,353015.0,660.0,57.0,39.0,15.0,0.0,14.0,15.0,0.0,4.0,3.0,0.0,0.0,15.0,2.0,0.0
2021-01-04,1760.0,1762.489990234375,1707.1400146484375,1726.1300048828125,1726.1300048828125,1866200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,406834.0,1283.0,27.0,34.0,13.0,3.0,19.0,19.0,0.0,1.0,3.0,0.0,0.0,46.0,3.0,0.0
2021-01-05,1725.0899658203125,1746.8299560546875,1716.9000244140625,1740.050048828125,1740.050048828125,1018000.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,484756.0,1095.0,55.0,57.0,16.0,0.0,13.0,17.0,0.0,7.0,5.0,0.0,0.0,29.0,0.0,0.0
2021-01-06,1700.260009765625,1743.969970703125,1696.0999755859375,1722.8800048828125,1722.8800048828125,2329400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,492586.0,882.0,37.0,39.0,13.0,0.0,10.0,11.0,0.0,0.0,4.0,0.0,0.0,9.0,5.0,0.0
2021-01-07,1726.760009765625,1777.8199462890625,1726.760009765625,1774.3399658203125,1774.3399658203125,2096800.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,496333.0,649.0,35.0,32.0,24.0,0.0,15.0,15.0,0.0,1.0,6.0,0.0,0.0,23.0,4.0,0.0
2021-01-08,1777.1600341796875,1799.3599853515625,1761.219970703125,1797.8299560546875,1797.8299560546875,1774200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,472228.0,1114.0,39.0,46.0,27.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0
2021-01-11,1777.02001953125,1784.3800048828125,1752.1400146484375,1756.2900390625,1756.2900390625,1739800.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,442606.0,1533.0,65.0,81.0,37.0,0.0,10.0,13.0,0.0,0.0,3.0,0.0,0.0,55.0,5.0,0.0
2021-01-12,1745.3599853515625,1767.9000244140625,1716.3800048828125,1737.4300537109375,1737.4300537109375,1476400.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,507573.0,1099.0,33.0,56.0,28.0,0.0,19.0,22.0,0.0,2.0,2.0,1.0,0.0,58.0,7.0,0.0
2021-01-13,1727.3199462890625,1756.3900146484375,1727.3199462890625,1747.25,1747.25,1171600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,518275.0,1824.0,69.0,137.0,19.0,2.0,41.0,44.0,0.0,8.0,3.0,1.0,0.0,130.0,13.0,0.0
2021-01-14,1748.8699951171875,1767.550048828125,1726.0699462890625,1730.9200439453125,1730.9200439453125,1460600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,521783.0,1767.0,58.0,94.0,34.0,1.0,41.0,41.0,0.0,3.0,283.0,1.0,0.0,32.0,0.0,0.0
2021-01-15,1729.02001953125,1747.6199951171875,1711.7099609375,1727.6199951171875,1727.6199951171875,1572200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,495668.0,1353.0,78.0,31.0,8.0,0.0,35.0,37.0,0.0,7.0,165.0,2.0,0.0,33.0,1.0,0.0
2021-01-19,1743.0,1803.8399658203125,1732.8299560546875,1784.469970703125,1784.469970703125,2083000.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,481999.0,1077.0,75.0,46.0,39.0,0.0,22.0,24.0,0.0,5.0,14.0,2.0,0.0,23.0,16.0,0.0
2021-01-20,1826.3699951171875,1899.719970703125,1819.510009765625,1880.0699462890625,1880.0699462890625,3207600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,508157.0,1702.0,61.0,120.0,29.0,0.0,44.0,44.0,0.0,1.0,22.0,1.0,0.0,141.0,1.0,0.0
2021-01-21,1893.6500244140625,1932.0799560546875,1879.4100341796875,1884.1500244140625,1884.1500244140625,2931700.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,508130.0,1426.0,49.0,81.0,30.0,0.0,32.0,34.0,0.0,7.0,10.0,1.0,0.0,67.0,0.0,0.0
2021-01-22,1891.4599609375,1904.3900146484373,1876.5,1892.56005859375,1892.56005859375,1637200.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,468810.0,2464.0,78.0,150.0,20.0,0.0,38.0,39.0,0.0,12.0,5.0,0.0,0.0,91.0,2.0,0.0
2021-01-25,1912.739990234375,1921.8199462890625,1859.1600341796875,1894.280029296875,1894.280029296875,2529300.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,369279.0,1184.0,47.0,43.0,16.0,1.0,40.0,42.0,0.0,10.0,6.0,0.0,0.0,16.0,7.0,0.0
2021-01-26,1885.989990234375,1915.75,1876.1300048828125,1907.949951171875,1907.949951171875,1573100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,402930.0,1200.0,58.0,70.0,47.0,0.0,36.0,37.0,0.0,15.0,15.0,1.0,0.0,48.0,7.0,0.0
2021-01-27,1874.9100341796875,1880.469970703125,1797.280029296875,1818.93994140625,1818.93994140625,4125600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,483817.0,1430.0,90.0,55.0,64.0,0.0,36.0,37.0,0.0,14.0,12.0,6.0,1.0,62.0,6.0,0.0
2021-01-28,1831.0,1887.989990234375,1831.0,1853.199951171875,1853.199951171875,2763900.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,573764.0,1416.0,61.0,65.0,33.0,0.0,44.0,47.0,0.0,13.0,7.0,0.0,0.0,19.0,4.0,0.0
2021-01-29,1834.02001953125,1847.5400390625,1801.56005859375,1827.3599853515625,1827.3599853515625,2226500.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,502408.0,1242.0,43.0,89.0,31.0,0.0,30.0,31.0,0.0,6.0,2.0,2.0,0.0,16.0,0.0,0.0
2021-02-01,1844.5899658203125,1915.5400390625,1844.5899658203125,1893.0699462890625,1893.0699462890625,2012600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,487167.0,1970.0,62.0,52.0,37.0,6.0,39.0,44.0,1.0,31.0,8.0,0.0,0.0,66.0,2.0,0.0
2021-02-02,1913.1300048828125,1949.3699951171875,1906.3699951171875,1919.1199951171875,1919.1199951171875,3316600.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,565539.0,2505.0,63.0,116.0,51.0,3.0,47.0,47.0,0.0,180.0,13.0,1.0,0.0,186.0,9.0,0.0
2021-02-03,2065.610107421875,2106.6201171875,2013.550048828125,2058.8798828125,2058.8798828125,4894100.0,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,581788.0,2504.0,80.0,121.0,19.0,2.0,122.0,132.0,0.0,337.0,6.0,0.0,0.0,42.0,77.0,0.0
